Customer ID,Student ID,Test Id,Subject,Test Level,Raw Score,Percent Correct,RIT Score,Hewitt Percentile,National Percentile,Overall Rank,First Goal Rank,Second Goal Rank,Third Goal Rank,Fourth Goal Rank,Fifth Goal Rank,Sixth Goal Rank,Seventh Goal Rank,Responses,Held
119710,2,57717,R,7,34,77,232,54,84,HI,AV,AV,HI,AV,NA,NA,NA,some response,XX
119710,3,46834,L,24,51,85,212,69,86,HI,AV,HI,HI,HI,AV,AV,NA,some response,XX
119710,3,46834,M,34,42,88,212,73,96,HI,HI,AV,HI,AV,HI,HI,HI,some response,XX
119710,3,46834,R,4,37,84,209,46,79,HA,AV,HI,AV,AV,NA,NA,NA,some response,XX
119710,3,57716,L,26,44,73,220,58,82,HA,HI,AV,AV,AV,AV,AV,NA,some response,XX
119710,3,57716,M,36,27,56,213,27,54,AV,AV,AV,AV,AV,AV,AV,AV,some response,XX
119710,3,57716,R,5,38,86,221,54,88,HI,HI,AV,AV,HI,NA,NA,NA,some response,XX
119711,1,52630,L,27,36,60,221,27,66,AV,AV,AV,AV,HI,NA,AV,NA,some response,XX
119711,1,52630,M,16,43,78,226,38,69,HA,AV,HI,AV,AV,AV,AV,AV,some response,XX
119711,1,52630,R,6,32,73,220,21,73,HA,AV,AV,AV,AV,NA,NA,NA,some response,XX
119715,1,40659,L,26,56,93,238,93,99,VH,HI,HI,HI,HI,HI,HI,NA,some response,XX
119715,1,40659,M,17,37,71,230,69,88,HI,HI,HI,HI,AV,HI,AV,HI,some response,XX
119715,1,40659,R,7,31,70,228,62,90,HI,HI,AV,AV,HI,NA,NA,NA,some response,XX
119715,2,40660,L,25,50,83,219,73,92,HI,HI,HI,AV,HI,NA,HI,NA,some response,XX
119715,2,40660,M,35,39,81,217,62,90,HI,HI,HI,AV,AV,HI,HI,AV,some response,XX
119715,2,40660,R,6,24,55,210,34,76,HA,AV,AV,HI,AV,NA,NA,NA,some response,XX
119716,1,41539,L,25,50,83,219,21,58,AV,AV,AV,AV,AV,NA,HI,NA,some response,XX
119716,1,41539,M,17,23,44,216,18,38,AV,AV,AV,AV,LO,HI,AV,LO,some response,XX
119716,1,41539,R,6,27,61,214,8,58,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
119716,1,47718,L,27,32,53,218,14,38,AV,AV,AV,LO,AV,NA,LO,NA,some response,XX
119716,1,47718,M,15,36,65,209,8,10,LO,AV,LO,AV,LO,LO,LO,AV,some response,XX
119716,1,47718,R,4,40,91,216,10,50,AV,LO,AV,AV,AV,NA,NA,NA,some response,XX
119725,1,47215,L,25,50,83,219,38,69,HA,HI,AV,AV,AV,NA,AV,NA,some response,XX
119725,1,47215,M,15,37,67,210,14,31,AV,AV,LO,AV,AV,AV,AV,AV,some response,XX
119725,1,47215,R,5,26,59,203,2,38,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
119725,2,88677,L,21,24,40,163,0,0,VL,LO,LO,LO,LO,LO,LO,NA,some response,XX
119725,2,88677,M,31,41,89,191,12,34,AV,LO,AV,LO,LO,LO,LO,LO,some response,XX
119725,2,88677,R,1,11,25,149,0,0,VL,LO,LO,LO,LO,NA,NA,NA,some response,XX
119729,1,45359,L,27,37,62,222,62,84,HI,AV,AV,AV,HI,NA,HI,NA,some response,XX
119729,1,45359,M,16,46,84,230,79,92,HI,HI,HI,HI,AV,AV,HI,HI,some response,XX
119729,1,45359,R,7,34,77,232,79,96,HI,HI,HI,HI,HI,NA,NA,NA,some response,XX
119729,1,56897,L,28,35,58,227,50,76,HA,AV,AV,AV,HI,NA,HI,NA,some response,XX
119729,1,56897,M,18,14,30,220,27,42,AV,HI,AV,LO,AV,AV,LO,AV,some response,XX
119729,1,56897,R,8,35,80,244,93,97,HI,HI,HI,HI,HI,NA,NA,NA,some response,XX
119735,1,40355,L,24,44,73,204,14,27,AV,LO,AV,AV,AV,AV,LO,NA,some response,XX
119735,1,40355,M,35,36,75,212,34,62,AV,AV,HI,AV,AV,AV,AV,AV,some response,XX
119735,1,40355,R,4,36,82,208,21,66,AV,AV,AV,AV,AV,NA,NA,NA,some response,XX
